Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 88949.33     0.00 711567.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   843.42    0.00 21459.12     0.00 178234.40     8.31    10.06    0.47   0.04  95.78
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00   874.58    0.00 21577.40     0.00 179614.00     8.32     3.89    0.19   0.04  89.92
sdd               0.00   597.70    0.00 21353.63     0.00 175610.67     8.22     3.58    0.17   0.04  89.45
sdf               0.00   922.65    0.00 21455.38     0.00 179024.27     8.34     8.96    0.42   0.05  99.12
sda               0.00     0.57    0.00    1.18     0.00    14.00    11.83     0.03   22.39   7.54   0.89
dm-0              0.00     0.00    0.00    1.75     0.00    14.00     8.00     0.04   20.35   5.10   0.89
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 89064.95     0.00 712492.53     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   892.45    0.00 21384.97     0.00 178040.27     8.33    10.01    0.47   0.04  95.90
sdc               0.00     0.00    0.00    0.10     0.00     0.73     7.33     0.00    0.00   0.00   0.00
sde               0.00   916.28    0.00 21498.18     0.00 179317.60     8.34     3.92    0.19   0.04  89.85
sdd               0.00   618.80    0.00 21298.23     0.00 175336.27     8.23     3.60    0.17   0.04  89.38
sdf               0.00   948.93    0.00 21423.15     0.00 178976.67     8.35     8.97    0.42   0.05  98.97
sda               0.00     0.47    0.00    0.75     0.00     9.73    12.98     0.01   12.62   7.18   0.54
dm-0              0.00     0.00    0.00    1.22     0.00     9.73     8.00     0.01   12.32   4.42   0.54
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 88959.93     0.00 711652.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   991.08    0.00 21467.07     0.00 179470.93     8.36     9.99    0.47   0.04  95.88
sdc               0.00     0.03    0.00    0.62     0.00     5.07     8.22     0.00    0.24   0.08   0.01
sde               0.00  1014.37    0.00 21520.72     0.00 180280.67     8.38     3.88    0.19   0.04  89.66
sdd               0.00   679.72    0.00 21350.02     0.00 176237.87     8.25     3.59    0.17   0.04  89.36
sdf               0.00  1043.05    0.00 21404.90     0.00 179583.60     8.39     8.96    0.42   0.05  99.10
sda               0.00     0.50    0.00    0.85     0.00    10.80    12.71     0.01   14.14   7.31   0.62
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   16.35   4.60   0.62
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 89450.83     0.00 715577.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   945.02    0.00 21525.15     0.00 179578.67     8.34     9.99    0.47   0.04  95.61
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00   983.58    0.00 21648.73     0.00 181058.53     8.36     3.86    0.18   0.04  89.75
sdd               0.00   662.60    0.00 21401.25     0.00 176510.80     8.25     3.54    0.17   0.04  89.15
sdf               0.00  1015.08    0.00 21556.42     0.00 180572.00     8.38     8.94    0.42   0.05  99.12
sda               0.00     0.50    0.00    1.08     0.00    12.67    11.69     0.02   15.51   7.60   0.82
dm-0              0.00     0.00    0.00    1.58     0.00    12.67     8.00     0.02   15.05   5.20   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 89719.08     0.00 717726.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   995.68    0.00 21855.02     0.00 182607.33     8.36    10.23    0.47   0.04  95.94
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1017.62    0.00 21509.82     0.00 180219.47     8.38     3.87    0.19   0.04  89.43
sdd               0.00   685.05    0.00 21280.73     0.00 175726.27     8.26     3.52    0.17   0.04  88.87
sdf               0.00  1070.70    0.00 21407.30     0.00 179824.00     8.40     8.92    0.42   0.05  99.08
sda               0.00     0.43    0.00    0.93     0.00    10.93    11.71     0.01   13.89   7.25   0.68
dm-0              0.00     0.00    0.00    1.37     0.00    10.93     8.00     0.02   13.28   4.95   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 89800.08     0.00 718374.67     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00   922.50    0.00 21901.53     0.00 182409.33     8.33    10.08    0.47   0.04  96.08
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.08   0.04   0.00
sde               0.00   926.88    0.00 21378.68     0.00 178444.67     8.35     3.90    0.19   0.04  89.81
sdd               0.00   639.83    0.00 21717.90     0.00 178861.87     8.24     3.71    0.18   0.04  89.98
sdf               0.00   980.28    0.00 20697.57     0.00 173422.80     8.38     8.67    0.42   0.05  98.97
sda               0.00     0.55    0.00    1.07     0.00    12.93    12.12     0.02   15.81   6.95   0.74
dm-0              0.00     0.00    0.00    1.62     0.00    12.93     8.00     0.03   15.96   4.59   0.74
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 89145.70     0.00 713141.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1147.63    0.00 13999.10     0.00 120983.47     8.64     4.58    0.33   0.04  59.73
sdc               0.00     0.00    0.00    0.13     0.00     1.52    11.38     0.00    0.12   0.12   0.00
sde               0.00  1221.27    0.00 15179.50     0.00 131206.00     8.64     2.75    0.19   0.04  60.18
sdd               0.00   808.60    0.00 14376.20     0.00 121478.40     8.45     2.38    0.17   0.04  59.01
sdf               0.00  1220.37    0.00 15485.10     0.00 133643.73     8.63     6.23    0.41   0.04  64.88
sda               0.00     0.47    0.00    1.05     0.00    12.13    11.56     0.02   17.52   8.32   0.87
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.03   19.85   5.76   0.87
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 63415.00     0.00 507294.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1379.90    0.00  165.95     0.00 12167.87    73.32     0.04    0.27   0.12   1.94
sdc               0.00     0.02    0.00    0.25     0.00     1.98     7.93     0.00    0.20   0.20   0.01
sde               0.00  1527.38    0.00  157.98     0.00 13482.93    85.34     0.07    0.45   0.20   3.15
sdd               0.00   970.12    0.00  137.55     0.00  8861.33    64.42     0.05    0.40   0.17   2.29
sdf               0.00  1457.20    0.00  150.38     0.00 12860.67    85.52     0.09    0.60   0.22   3.27
sda               0.00     0.32    0.00    1.05     0.00    10.93    10.41     0.02   15.59   7.43   0.78
dm-0              0.00     0.00    0.00    1.37     0.00    10.93     8.00     0.02   15.45   5.72   0.78
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5924.95     0.00 47372.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1478.45    0.00  184.88     0.00 13108.93    70.90     0.05    0.25   0.11   1.97
sdc               0.00     0.13    0.00    1.35     0.00   361.22   267.57     0.00    2.73   0.28   0.04
sde               0.00  1583.00    0.00  163.63     0.00 13973.07    85.39     0.08    0.49   0.21   3.47
sdd               0.00  1008.70    0.00  145.75     0.00  9235.60    63.37     0.06    0.42   0.18   2.59
sdf               0.00  1467.25    0.00  151.47     0.00 12949.73    85.50     0.09    0.58   0.22   3.33
sda               0.00     0.65    0.00    0.88     0.00    12.27    13.89     0.01   14.51   6.77   0.60
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.02   13.32   3.90   0.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6161.72     0.00 49267.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1495.03    0.00  187.28     0.00 13250.40    70.75     0.05    0.25   0.11   2.04
sdc               0.00     0.00    0.00    0.25     0.00     2.22     8.87     0.00    0.00   0.00   0.00
sde               0.00  1602.85    0.00  168.40     0.00 14170.00    84.14     0.08    0.48   0.21   3.52
sdd               0.00  1010.58    0.00  148.55     0.00  9273.07    62.42     0.06    0.41   0.18   2.61
sdf               0.00  1516.52    0.00  158.78     0.00 13402.40    84.41     0.09    0.56   0.21   3.40
sda               0.00     0.42    0.00    0.87     0.00    10.27    11.85     0.01   16.23   7.40   0.64
dm-0              0.00     0.00    0.00    1.28     0.00    10.27     8.00     0.02   16.78   5.00   0.64
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6265.53     0.00 50095.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1590.12    0.00  191.53     0.00 14046.13    73.34     0.05    0.24   0.10   1.98
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1694.98    0.00  172.83     0.00 14942.53    86.46     0.08    0.46   0.20   3.40
sdd               0.00  1080.32    0.00  157.45     0.00  9902.13    62.89     0.06    0.39   0.16   2.58
sdf               0.00  1633.45    0.00  170.68     0.00 14433.07    84.56     0.09    0.55   0.20   3.47
sda               0.00     0.50    0.00    1.13     0.00    13.07    11.53     0.02   18.04   7.94   0.90
dm-0              0.00     0.00    0.00    1.63     0.00    13.07     8.00     0.03   17.40   5.51   0.90
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6668.67     0.00 53323.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1511.83    0.00  184.12     0.00 13361.07    72.57     0.05    0.26   0.11   2.04
sdc               0.00     0.02    0.00    0.47     0.00     4.10     8.79     0.00    0.07   0.07   0.00
sde               0.00  1669.80    0.00  170.35     0.00 14721.20    86.42     0.08    0.48   0.21   3.56
sdd               0.00  1056.92    0.00  156.63     0.00  9708.40    61.98     0.06    0.39   0.16   2.57
sdf               0.00  1616.40    0.00  166.27     0.00 14261.33    85.77     0.09    0.56   0.21   3.47
sda               0.00     0.53    0.00    1.00     0.00    12.27    12.27     0.02   18.47   8.70   0.87
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.03   18.05   5.67   0.87
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6509.92     0.00 52052.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1537.07    0.00  193.08     0.00 13632.80    70.61     0.04    0.23   0.10   1.98
sdc               0.00     0.02    0.00    0.28     0.00     2.52     8.88     0.00    0.18   0.18   0.01
sde               0.00  1649.42    0.00  168.05     0.00 14539.73    86.52     0.07    0.44   0.20   3.36
sdd               0.00  1070.03    0.00  154.03     0.00  9792.53    63.57     0.06    0.38   0.17   2.59
sdf               0.00  1584.02    0.00  164.08     0.00 13984.80    85.23     0.09    0.53   0.21   3.43
sda               0.00     0.43    0.00    0.90     0.00    10.67    11.85     0.01   15.00   8.02   0.72
dm-0              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.02   15.54   5.41   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6496.97     0.00 51949.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1553.03    0.00  195.12     0.00 13775.87    70.60     0.05    0.26   0.11   2.17
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1661.45    0.00  164.37     0.00 14606.53    88.87     0.08    0.48   0.21   3.53
sdd               0.00  1068.35    0.00  157.02     0.00  9802.93    62.43     0.06    0.38   0.16   2.56
sdf               0.00  1597.88    0.00  164.08     0.00 14095.73    85.91     0.09    0.56   0.21   3.45
sda               0.00     0.45    0.00    1.02     0.00    11.73    11.54     0.02   15.10   7.11   0.72
dm-0              0.00     0.00    0.00    1.47     0.00    11.73     8.00     0.02   15.98   4.92   0.72
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6538.55     0.00 52281.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1619.88    0.00  205.45     0.00 14386.93    70.03     0.05    0.24   0.11   2.25
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.12   0.08   0.00
sde               0.00  1750.20    0.00  172.38     0.00 15380.67    89.22     0.08    0.49   0.22   3.75
sdd               0.00  1094.88    0.00  163.15     0.00 10064.27    61.69     0.06    0.39   0.17   2.77
sdf               0.00  1682.25    0.00  172.43     0.00 14837.47    86.05     0.10    0.56   0.22   3.71
sda               0.00     0.55    0.00    0.90     0.00    11.60    12.89     0.01   13.37   7.72   0.70
dm-0              0.00     0.00    0.00    1.45     0.00    11.60     8.00     0.02   13.87   4.79   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6837.35     0.00 54669.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1595.60    0.00  199.70     0.00 14143.20    70.82     0.05    0.25   0.11   2.23
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1723.18    0.00  172.68     0.00 15166.93    87.83     0.08    0.48   0.21   3.59
sdd               0.00  1074.70    0.00  161.65     0.00  9890.80    61.19     0.06    0.39   0.17   2.71
sdf               0.00  1668.13    0.00  170.22     0.00 14706.80    86.40     0.10    0.57   0.22   3.68
sda               0.00     0.33    0.00    1.05     0.00    11.07    10.54     0.02   16.21   7.40   0.78
dm-0              0.00     0.00    0.00    1.38     0.00    11.07     8.00     0.02   15.84   5.61   0.78
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6741.90     0.00 53907.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1562.45    0.00  194.37     0.00 13845.73    71.24     0.05    0.24   0.11   2.17
sdc               0.00     0.00    0.00    0.10     0.00     0.73     7.33     0.00    0.17   0.17   0.00
sde               0.00  1701.52    0.00  172.32     0.00 14990.67    86.99     0.08    0.48   0.21   3.64
sdd               0.00  1074.58    0.00  158.77     0.00  9866.80    62.15     0.06    0.40   0.18   2.79
sdf               0.00  1606.27    0.00  166.22     0.00 14179.87    85.31     0.09    0.55   0.21   3.56
sda               0.00     0.62    0.00    0.88     0.00    12.00    13.58     0.01   13.75   7.02   0.62
dm-0              0.00     0.00    0.00    1.50     0.00    12.00     8.00     0.02   13.31   4.13   0.62
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6613.88     0.00 52883.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1528.22    0.00  186.07     0.00 13510.67    72.61     0.05    0.26   0.12   2.17
sdc               0.00     0.03    0.00    0.62     0.00     5.05     8.19     0.00    0.32   0.14   0.01
sde               0.00  1633.27    0.00  164.37     0.00 14381.07    87.49     0.08    0.49   0.22   3.58
sdd               0.00  1041.27    0.00  154.75     0.00  9568.13    61.83     0.06    0.40   0.16   2.53
sdf               0.00  1551.38    0.00  160.37     0.00 13694.00    85.39     0.09    0.56   0.22   3.48
sda               0.00     0.48    0.00    0.90     0.00    11.07    12.30     0.01   12.30   6.72   0.60
dm-0              0.00     0.00    0.00    1.38     0.00    11.07     8.00     0.02   13.65   4.37   0.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6397.55     0.00 51153.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1556.33    0.00  191.60     0.00 13753.73    71.78     0.05    0.27   0.12   2.26
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1663.15    0.00  167.28     0.00 14643.47    87.54     0.08    0.48   0.21   3.56
sdd               0.00  1055.05    0.00  160.00     0.00  9707.87    60.67     0.06    0.40   0.17   2.67
sdf               0.00  1558.80    0.00  163.03     0.00 13774.80    84.49     0.10    0.59   0.23   3.71
sda               0.00     0.42    0.00    1.00     0.00    11.33    11.33     0.01   13.77   7.65   0.76
dm-0              0.00     0.00    0.00    1.42     0.00    11.33     8.00     0.02   12.75   5.40   0.76
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6492.10     0.00 51910.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1618.23    0.00  200.67     0.00 14350.67    71.51     0.05    0.26   0.12   2.36
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1759.65    0.00  179.17     0.00 15510.53    86.57     0.09    0.48   0.21   3.72
sdd               0.00  1082.88    0.00  162.83     0.00  9978.27    61.28     0.07    0.42   0.17   2.80
sdf               0.00  1647.15    0.00  172.68     0.00 14558.53    84.31     0.10    0.56   0.22   3.73
sda               0.00     0.42    0.00    0.88     0.00    10.40    11.77     0.01   12.30   7.13   0.63
dm-0              0.00     0.00    0.00    1.30     0.00    10.40     8.00     0.02   12.79   4.85   0.63
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6799.45     0.00 54367.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1700.70    0.00  207.33     0.00 15044.67    72.56     0.06    0.28   0.12   2.50
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.08   0.04   0.00
sde               0.00  1825.48    0.00  192.85     0.00 16146.67    83.73     0.09    0.48   0.21   3.97
sdd               0.00  1142.38    0.00  174.87     0.00 10538.00    60.26     0.07    0.40   0.17   2.98
sdf               0.00  1729.07    0.00  183.48     0.00 15300.40    83.39     0.10    0.56   0.21   3.83
sda               0.00     0.70    0.00    1.17     0.00    14.93    12.80     0.02   16.60   7.87   0.92
dm-0              0.00     0.00    0.00    1.87     0.00    14.93     8.00     0.03   16.45   4.92   0.92
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7132.17     0.00 57029.73     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1855.57    0.00  233.07     0.00 16471.20    70.67     0.06    0.26   0.11   2.63
sdc               0.00     0.00    0.00    0.13     0.00     1.52    11.38     0.00    0.12   0.12   0.00
sde               0.00  2017.80    0.00  208.58     0.00 17811.07    85.39     0.09    0.45   0.20   4.10
sdd               0.00  1215.58    0.00  187.97     0.00 11228.40    59.74     0.07    0.38   0.16   3.00
sdf               0.00  1944.38    0.00  205.33     0.00 17197.73    83.76     0.11    0.54   0.21   4.27
sda               0.00     0.42    0.00    0.98     0.00    11.20    11.39     0.02   15.36   7.46   0.73
dm-0              0.00     0.00    0.00    1.40     0.00    11.20     8.00     0.02   15.56   5.24   0.73
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 7842.30     0.00 62708.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1922.78    0.00  244.27     0.00 17083.87    69.94     0.06    0.25   0.11   2.69
sdc               0.00     0.02    0.00    0.25     0.00     1.98     7.93     0.00    0.20   0.20   0.01
sde               0.00  2052.60    0.00  212.70     0.00 18122.40    85.20     0.10    0.47   0.21   4.40
sdd               0.00  1252.25    0.00  199.43     0.00 11613.47    58.23     0.07    0.37   0.16   3.19
sdf               0.00  1985.30    0.00  207.27     0.00 17540.53    84.63     0.12    0.56   0.21   4.30
sda               0.00     0.67    0.00    1.23     0.00    15.20    12.32     0.02   17.03   7.01   0.86
dm-0              0.00     0.00    0.00    1.90     0.00    15.20     8.00     0.03   18.19   4.55   0.86
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8048.70     0.00 64360.27     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1940.75    0.00  243.60     0.00 17232.53    70.74     0.06    0.24   0.10   2.54
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.04   0.04   0.00
sde               0.00  2033.12    0.00  209.05     0.00 17937.33    85.80     0.10    0.48   0.20   4.21
sdd               0.00  1252.02    0.00  193.13     0.00 11561.20    59.86     0.07    0.38   0.16   3.06
sdf               0.00  1982.57    0.00  202.05     0.00 17476.93    86.50     0.11    0.55   0.21   4.18
sda               0.00     0.43    0.00    0.93     0.00    10.93    11.71     0.01   14.48   7.48   0.70
dm-0              0.00     0.00    0.00    1.37     0.00    10.93     8.00     0.02   18.04   5.12   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 8029.55     0.00 64208.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2010.88    0.00  246.05     0.00 17812.53    72.39     0.07    0.27   0.12   2.83
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  2103.02    0.00  213.85     0.00 18534.93    86.67     0.10    0.49   0.21   4.42
sdd               0.00  1281.02    0.00  198.73     0.00 11838.00    59.57     0.08    0.38   0.16   3.25
sdf               0.00  2059.73    0.00  210.08     0.00 18158.53    86.43     0.12    0.55   0.21   4.42
sda               0.00     0.57    0.00    0.87     0.00    11.47    13.23     0.01   16.58   6.67   0.58
dm-0              0.00     0.00    0.00    1.43     0.00    11.47     8.00     0.02   14.13   4.05   0.58
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
