Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.17    0.00    0.17     0.00     2.67    16.00     0.00    0.80   0.50   0.01
sdd               0.00     0.07    0.00    0.05     0.00     0.93    18.67     0.00    1.00   1.00   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.63    0.00    1.32     0.00    15.60    11.85     0.02   16.10   6.96   0.92
dm-0              0.00     0.00    0.00    1.95     0.00    15.60     8.00     0.03   16.41   4.70   0.92
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.50     0.00     4.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.12     0.00     0.67     5.71     0.00    1.29   0.43   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.12    0.00    0.15     0.00     2.13    14.22     0.00    1.00   0.78   0.01
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    0.67   0.67   0.00
sda               0.00     0.37    0.00    0.95     0.00    10.53    11.09     0.01   15.46   8.12   0.77
dm-0              0.00     0.00    0.00    1.32     0.00    10.53     8.00     0.02   14.84   5.86   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.55     0.00     4.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.05    0.00    0.63     0.00     5.97     9.42     0.00    0.11   0.11   0.01
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.12    0.00    0.08     0.00     1.60    19.20     0.00    0.80   0.60   0.01
sda               0.00     0.47    0.00    1.23     0.00    13.60    11.03     0.02   16.88   7.05   0.87
dm-0              0.00     0.00    0.00    1.70     0.00    13.60     8.00     0.03   16.60   5.12   0.87
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.43     0.00     3.47     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00    0.00    0.08     0.00     0.27     3.20     0.00    0.60   0.60   0.01
sdc               0.00     0.00    0.00    0.10     0.00     0.63     6.33     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.18    0.00    0.12     0.00     2.40    20.57     0.00    0.71   0.57   0.01
sda               0.00     0.45    0.00    0.92     0.00    10.93    11.93     0.01   15.31   7.38   0.68
dm-0              0.00     0.00    0.00    1.37     0.00    10.93     8.00     0.02   14.90   4.95   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.48     0.00     3.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.33   1.33   0.01
sdd               0.00     0.07    0.00    0.05     0.00     0.93    18.67     0.00    1.00   1.00   0.01
sdf               0.00     0.12    0.00    0.08     0.00     1.60    19.20     0.00    0.60   0.40   0.00
sda               0.00     0.65    0.00    0.95     0.00    12.80    13.47     0.01   14.40   7.88   0.75
dm-0              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.02   15.52   4.68   0.75
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.45     0.00     3.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.02    0.00    0.45     0.00     3.95     8.78     0.00    0.07   0.07   0.00
sde               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    1.00   0.50   0.00
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.12    0.00    0.08     0.00     1.60    19.20     0.00    0.80   0.60   0.01
sda               0.00     0.57    0.00    1.18     0.00    14.00    11.83     0.02   16.32   6.34   0.75
dm-0              0.00     0.00    0.00    1.75     0.00    14.00     8.00     0.02   13.92   4.29   0.75
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.42     0.00     3.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.00    0.00    0.08     0.00     0.27     3.20     0.00    0.60   0.60   0.01
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.18    0.00    0.12     0.00     2.40    20.57     0.00    0.57   0.43   0.01
sda               0.00     0.40    0.00    0.90     0.00    10.40    11.56     0.01   13.41   7.41   0.67
dm-0              0.00     0.00    0.00    1.30     0.00    10.40     8.00     0.02   14.88   5.13   0.67
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.48     0.00     3.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.13     0.00     0.80     6.00     0.00    1.50   0.75   0.01
sdc               0.00     0.02    0.00    0.25     0.00     2.08     8.33     0.00    0.27   0.27   0.01
sde               0.00     0.00    0.00    0.07     0.00     0.53     8.00     0.00    2.00   1.75   0.01
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.00   1.00   0.01
sdf               0.00     0.25    0.00    0.12     0.00     2.93    25.14     0.00    0.86   0.71   0.01
sda               0.00     0.40    0.00    0.93     0.00    10.67    11.43     0.01   13.38   7.27   0.68
dm-0              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.02   13.90   5.09   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.63     0.00     5.07     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.13     0.00     0.93     7.00     0.00    0.00   0.00   0.00
sdc               0.00     0.02    0.00    0.48     0.00     4.48     9.28     0.00    0.03   0.03   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    2.00   1.67   0.01
sdd               0.00     0.07    0.00    0.07     0.00     1.07    16.00     0.00    2.00   1.00   0.01
sdf               0.00     0.12    0.00    0.08     0.00     1.60    19.20     0.00    1.00   0.80   0.01
sda               0.00     0.53    0.00    1.22     0.00    14.00    11.51     0.02   17.62   7.71   0.94
dm-0              0.00     0.00    0.00    1.75     0.00    14.00     8.00     0.03   17.73   5.36   0.94
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.50     0.00     4.00     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.10     0.00     0.67     6.67     0.00    1.50   0.50   0.01
sdc               0.00     0.00    0.00    0.08     0.00     0.37     4.40     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.03     0.00     0.27     8.00     0.00    1.00   0.50   0.00
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.12    0.00    0.08     0.00     1.60    19.20     0.00    0.80   0.60   0.01
sda               0.00     0.43    0.00    0.93     0.00    10.93    11.71     0.01   14.39   7.64   0.71
dm-0              0.00     0.00    0.00    1.37     0.00    10.93     8.00     0.02   14.99   5.22   0.71
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.42     0.00     3.33     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.02    0.00    0.13     0.00     0.80     6.00     0.00    0.38   0.38   0.01
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.13    0.00    0.10     0.00     1.87    18.67     0.00    1.00   0.83   0.01
sda               0.00     0.48    0.00    1.07     0.00    12.40    11.62     0.02   15.83   7.25   0.77
dm-0              0.00     0.00    0.00    1.55     0.00    12.40     8.00     0.03   17.22   4.99   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.48     0.00     3.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.18    0.00    0.23     0.00     2.93    12.57     0.00    0.64   0.21   0.01
sdc               0.00     0.02    0.00    0.45     0.00     3.95     8.78     0.00    0.15   0.11   0.01
sde               0.00     0.00    0.00    0.07     0.00     0.53     8.00     0.00    2.00   1.75   0.01
sdd               0.00     0.05    0.00    0.05     0.00     0.80    16.00     0.00    1.67   1.33   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.68    0.00    1.03     0.00    13.73    13.29     0.02   15.53   6.63   0.69
dm-0              0.00     0.00    0.00    1.72     0.00    13.73     8.00     0.02   14.30   3.98   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.55     0.00     4.40     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.13    0.00    0.17     0.00     2.13    12.80     0.00    1.10   0.50   0.01
sdc               0.00     0.02    0.00    0.27     0.00     2.35     8.81     0.00    0.25   0.25   0.01
sde               0.00     0.00    0.00    0.05     0.00     0.40     8.00     0.00    1.67   1.33   0.01
sdd               0.00     0.07    0.00    0.05     0.00     0.93    18.67     0.00    1.67   1.33   0.01
sdf               0.00     0.00    0.00    0.02     0.00     0.13     8.00     0.00    1.00   1.00   0.00
sda               0.00     0.40    0.00    0.78     0.00     9.47    12.09     0.01   10.87   6.43   0.50
dm-0              0.00     0.00    0.00    1.18     0.00     9.47     8.00     0.01   10.39   4.25   0.50
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00    0.45     0.00     3.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00     0.12    0.00    0.18     0.00     2.13    11.64     0.00    0.82   0.27   0.01
sdc               0.00     0.00    0.00    0.10     0.00     0.63     6.33     0.00    0.00   0.00   0.00
