Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 4757.77     0.00 38029.07     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1103.07    0.00  132.35     0.00  9694.40    73.25     0.03    0.26   0.12   1.61
sdc               0.00     0.02    0.00    0.23     0.00     1.70     7.29     0.00    0.00   0.00   0.00
sde               0.00  1304.85    0.00  128.68     0.00 11468.27    89.12     0.06    0.47   0.21   2.75
sdd               0.00   836.57    0.00  105.70     0.00  7538.13    71.32     0.04    0.42   0.20   2.07
sdf               0.00  1196.62    0.00  121.22     0.00 10542.67    86.97     0.07    0.58   0.23   2.73
sda               0.00     0.42    0.00    0.83     0.00    10.00    12.00     0.01   13.20   7.62   0.64
dm-0              0.00     0.00    0.00    1.25     0.00    10.00     8.00     0.02   15.13   5.08   0.64
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 4909.43     0.00 39243.47     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1166.57    0.00  138.82     0.00 10254.67    73.87     0.04    0.27   0.12   1.70
sdc               0.00     0.02    0.00    0.48     0.00     4.35     9.00     0.00    0.17   0.17   0.01
sde               0.00  1340.33    0.00  131.18     0.00 11772.13    89.74     0.06    0.47   0.21   2.80
sdd               0.00   867.97    0.00  110.90     0.00  7830.93    70.61     0.04    0.39   0.18   1.98
sdf               0.00  1259.43    0.00  123.52     0.00 11063.60    89.57     0.07    0.58   0.23   2.79
sda               0.00     0.45    0.00    1.07     0.00    12.13    11.38     0.01   13.98   7.23   0.77
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.02   15.08   5.09   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5119.35     0.00 40921.33     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1214.37    0.00  143.40     0.00 10678.53    74.47     0.04    0.26   0.11   1.62
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.17   0.17   0.00
sde               0.00  1378.05    0.00  130.98     0.00 12072.27    92.17     0.06    0.49   0.22   2.89
sdd               0.00   887.33    0.00  110.52     0.00  7982.80    72.23     0.05    0.44   0.19   2.15
sdf               0.00  1275.50    0.00  121.67     0.00 11177.33    91.87     0.07    0.58   0.24   2.86
sda               0.00     0.50    0.00    1.02     0.00    12.13    11.93     0.02   16.20   7.57   0.77
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.03   17.08   5.08   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5242.28     0.00 41910.93     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1182.10    0.00  140.63     0.00 10394.13    73.91     0.04    0.26   0.12   1.64
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1339.35    0.00  130.45     0.00 11758.40    90.14     0.06    0.48   0.21   2.78
sdd               0.00   863.35    0.00  107.58     0.00  7767.47    72.20     0.05    0.43   0.19   2.06
sdf               0.00  1248.52    0.00  120.67     0.00 10953.47    90.77     0.07    0.57   0.24   2.89
sda               0.00     0.38    0.00    0.95     0.00    10.67    11.23     0.02   15.93   8.07   0.77
dm-0              0.00     0.00    0.00    1.33     0.00    10.67     8.00     0.02   16.05   5.75   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5112.87     0.00 40873.47     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1194.65    0.00  138.02     0.00 10479.20    75.93     0.03    0.25   0.12   1.64
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.04   0.04   0.00
sde               0.00  1356.30    0.00  128.55     0.00 11878.80    92.41     0.06    0.49   0.22   2.84
sdd               0.00   877.23    0.00  108.42     0.00  7885.20    72.73     0.05    0.42   0.19   2.04
sdf               0.00  1260.43    0.00  121.73     0.00 11057.33    90.83     0.07    0.59   0.23   2.85
sda               0.00     0.58    0.00    1.28     0.00    14.93    11.64     0.02   15.82   6.51   0.83
dm-0              0.00     0.00    0.00    1.87     0.00    14.93     8.00     0.03   17.88   4.47   0.83
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5166.32     0.00 41300.53     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1168.10    0.00  141.03     0.00 10290.53    72.97     0.04    0.25   0.12   1.67
sdc               0.00     0.02    0.00    0.27     0.00     2.48     9.31     0.00    0.00   0.00   0.00
sde               0.00  1281.62    0.00  125.93     0.00 11260.40    89.42     0.06    0.50   0.22   2.83
sdd               0.00   846.33    0.00  109.53     0.00  7646.93    69.81     0.05    0.45   0.19   2.12
sdf               0.00  1234.53    0.00  122.23     0.00 10854.13    88.80     0.08    0.62   0.23   2.81
sda               0.00     0.70    0.00    1.20     0.00    15.20    12.67     0.02   15.88   7.35   0.88
dm-0              0.00     0.00    0.00    1.90     0.00    15.20     8.00     0.03   15.60   4.64   0.88
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5010.17     0.00 40052.00     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1217.80    0.00  141.02     0.00 10691.20    75.82     0.03    0.24   0.11   1.60
sdc               0.00     0.00    0.00    0.12     0.00     1.02     8.71     0.00    0.43   0.43   0.01
sde               0.00  1350.05    0.00  127.63     0.00 11821.47    92.62     0.06    0.51   0.23   2.94
sdd               0.00   901.40    0.00  111.08     0.00  8099.87    72.92     0.05    0.45   0.19   2.14
sdf               0.00  1273.30    0.00  120.40     0.00 11149.60    92.60     0.07    0.60   0.23   2.82
sda               0.00     0.50    0.00    0.78     0.00    10.27    13.11     0.01   16.83   6.83   0.53
dm-0              0.00     0.00    0.00    1.28     0.00    10.27     8.00     0.02   15.30   4.17   0.53
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5223.62     0.00 41762.13     7.99     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1210.35    0.00  143.17     0.00 10650.13    74.39     0.04    0.25   0.12   1.66
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.04   0.04   0.00
sde               0.00  1352.45    0.00  132.57     0.00 11880.13    89.62     0.06    0.48   0.22   2.88
sdd               0.00   894.20    0.00  115.38     0.00  8076.67    70.00     0.05    0.42   0.19   2.15
sdf               0.00  1264.47    0.00  122.68     0.00 11097.20    90.45     0.07    0.58   0.23   2.79
sda               0.00     0.43    0.00    0.98     0.00    11.33    11.53     0.01   12.34   6.47   0.64
dm-0              0.00     0.00    0.00    1.42     0.00    11.33     8.00     0.02   13.29   4.51   0.64
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 5216.02     0.00 41704.13     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1412.53    0.00  172.53     0.00 12475.20    72.31     0.04    0.24   0.11   1.96
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1586.35    0.00  157.73     0.00 13952.67    88.46     0.07    0.47   0.20   3.22
sdd               0.00   972.97    0.00  132.17     0.00  8841.07    66.89     0.05    0.40   0.18   2.38
sdf               0.00  1490.68    0.00  147.30     0.00 13103.87    88.96     0.08    0.55   0.22   3.17
sda               0.00     0.37    0.00    0.93     0.00    10.40    11.14     0.01   13.79   7.04   0.66
dm-0              0.00     0.00    0.00    1.30     0.00    10.40     8.00     0.02   14.85   5.05   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6050.10     0.00 48372.80     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1429.80    0.00  171.97     0.00 12614.80    73.36     0.04    0.26   0.11   1.94
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1587.30    0.00  159.48     0.00 13974.27    87.62     0.07    0.45   0.19   3.08
sdd               0.00  1001.48    0.00  135.28     0.00  9094.13    67.22     0.05    0.40   0.17   2.34
sdf               0.00  1496.38    0.00  147.03     0.00 13147.33    89.42     0.08    0.56   0.22   3.20
sda               0.00     0.37    0.00    0.98     0.00    10.80    10.98     0.01   14.90   7.83   0.77
dm-0              0.00     0.00    0.00    1.35     0.00    10.80     8.00     0.02   16.75   5.70   0.77
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6107.13     0.00 48830.53     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1433.68    0.00  174.37     0.00 12654.67    72.58     0.04    0.25   0.11   2.00
sdc               0.00     0.02    0.00    0.45     0.00     3.57     7.93     0.00    0.07   0.04   0.00
sde               0.00  1620.15    0.00  168.85     0.00 14312.00    84.76     0.08    0.47   0.20   3.39
sdd               0.00   995.53    0.00  141.60     0.00  9097.07    64.24     0.06    0.41   0.18   2.56
sdf               0.00  1514.37    0.00  156.87     0.00 13369.87    85.23     0.09    0.55   0.21   3.28
sda               0.00     0.67    0.00    0.90     0.00    12.53    13.93     0.01   12.44   7.52   0.68
dm-0              0.00     0.00    0.00    1.57     0.00    12.53     8.00     0.02   12.49   4.32   0.68
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6182.90     0.00 49433.60     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1554.55    0.00  192.87     0.00 13770.67    71.40     0.05    0.25   0.11   2.08
sdc               0.00     0.00    0.00    0.10     0.00     0.88     8.83     0.00    0.00   0.00   0.00
sde               0.00  1693.60    0.00  178.12     0.00 14973.73    84.07     0.08    0.44   0.19   3.42
sdd               0.00  1062.03    0.00  153.10     0.00  9721.07    63.49     0.06    0.40   0.17   2.60
sdf               0.00  1610.07    0.00  167.23     0.00 14218.40    85.02     0.09    0.54   0.21   3.47
sda               0.00     0.37    0.00    1.17     0.00    12.27    10.51     0.02   16.63   6.86   0.80
dm-0              0.00     0.00    0.00    1.53     0.00    12.27     8.00     0.03   16.39   5.22   0.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6589.17     0.00 52683.87     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1533.18    0.00  195.65     0.00 13613.20    69.58     0.05    0.24   0.11   2.12
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  1716.12    0.00  181.83     0.00 15183.60    83.50     0.08    0.46   0.20   3.60
sdd               0.00  1060.83    0.00  158.25     0.00  9752.67    61.63     0.06    0.41   0.17   2.74
sdf               0.00  1624.10    0.00  170.53     0.00 14357.07    84.19     0.10    0.57   0.22   3.73
sda               0.00     0.45    0.00    0.95     0.00    11.20    11.79     0.01   13.67   7.05   0.67
dm-0              0.00     0.00    0.00    1.40     0.00    11.20     8.00     0.02   15.60   4.79   0.67
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    0.00 6617.23     0.00 52906.53     8.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  1473.43    0.00  183.55     0.00 13055.60    71.13     0.05    0.26   0.12   2.12
sdc               0.00     0.02    0.00    0.43     0.00     3.43     7.92     0.00    0.08   0.08   0.00
