Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sda               1.13         0.00        13.73          0        824
dm-0              1.72         0.00        13.73          0        824
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            7474.27         0.00     59768.53          0    3586112

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             261.33         0.00     18305.73          0    1098344
sdc               0.07         0.00         0.10          0          6
sde             203.23         0.00     18267.20          0    1096032
sdd             212.70         0.00     12403.47          0     744208
sdf             200.28         0.00     17881.60          0    1072896
sda               1.08         0.00        13.33          0        800
dm-0              1.67         0.00        13.33          0        800
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8360.62         0.00     66858.00          0    4011480

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             249.97         0.00     17616.13          0    1056968
sdc               0.33         0.00         2.63          0        158
sde             203.48         0.00     18017.87          0    1081072
sdd             204.07         0.00     11985.87          0     719152
sdf             195.52         0.00     17439.47          0    1046368
sda               0.98         0.00        14.53          0        872
dm-0              1.82         0.00        14.53          0        872
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8143.87         0.00     65123.33          0    3907400

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             254.87         0.00     18196.67          0    1091800
sdc               0.37         0.00         3.28          0        197
sde             210.13         0.00     18595.47          0    1115728
sdd             211.72         0.00     12318.27          0     739096
sdf             204.75         0.00     18026.40          0    1081584
sda               1.02         0.00        13.47          0        808
dm-0              1.68         0.00        13.47          0        808
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8389.80         0.00     67090.27          0    4025416

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             248.62         0.00     17606.80          0    1056408
sdc               0.12         0.00         1.02          0         61
sde             209.97         0.00     18314.67          0    1098880
sdd             197.70         0.00     11734.93          0     704096
sdf             202.30         0.00     17547.73          0    1052864
sda               1.22         0.00        14.13          0        848
dm-0              1.77         0.00        14.13          0        848
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8151.58         0.00     65186.67          0    3911200

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             260.48         0.13     18646.67          8    1118800
sdc               0.33         0.00         2.63          0        158
sde             217.88         0.00     18913.87          0    1134832
sdd             208.97         0.00     12345.20          0     740712
sdf             215.17         0.00     18597.33          0    1115840
sda               0.93         0.00        11.60          0        696
dm-0              1.45         0.00        11.60          0        696
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8566.77         0.13     68503.07          8    4110184

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             271.77      5199.07     16900.00     311944    1014000
sdc               0.48         1.87         3.43        112        206
sde             229.42      5095.47     17944.13     305728    1076648
sdd             222.75      4753.20     11596.93     285192     695816
sdf             225.73      4709.47     17362.67     282568    1041760
sda               1.60        13.60        16.93        816       1016
dm-0              3.82        13.60        16.93        816       1016
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8090.62     19757.20     63803.73    1185432    3828224

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            6134.08   1945842.80     13787.33  116750568     827240
sdc               0.08         0.00         0.62          0         37
sde            5451.40   1945753.82     14229.73  116745229     853784
sdd            5421.43   1945620.50      9486.53  116737230     569192
sdf            5266.42   1945756.25     13790.80  116745375     827448
sda               4.78       214.93        45.20      12896       2712
dm-0             22.32       214.93        45.20      12896       2712
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           29251.55   7783740.78     51294.40  467024447    3077664

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb            1129.20    297566.93     15430.13   17854016     925808
sdc               0.58         2.68         2.63        161        158
sde             994.73    297744.72     15911.73   17864683     954704
sdd             971.78    297844.03     10474.00   17870642     628440
sdf             958.55    297848.68     15526.13   17870921     931568
sda               2.85         0.93        74.40         56       4464
dm-0              9.42         0.93        74.40         56       4464
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0           10662.87   1190236.95     57342.00   71414217    3440520

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             231.08       371.33     16371.33      22280     982280
sdc               0.22         0.00         1.82          0        109
sde             186.67       331.20     16967.73      19872    1018064
sdd             190.90       429.47     11338.53      25768     680312
sdf             183.45       420.80     16226.53      25248     973592
sda              12.17       258.80       108.40      15528       6504
dm-0             26.02       258.80       108.40      15528       6504
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            7622.47      1552.80     60904.13      93168    3654248

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             250.17       256.53     17888.80      15392    1073328
sdc               0.07         0.00         0.10          0          6
sde             201.23       253.87     18338.53      15232    1100312
sdd             199.63       288.53     12044.40      17312     722664
sdf             198.12       250.67     17592.13      15040    1055528
sda               0.95         4.40        12.67        264        760
dm-0              2.13         4.40        12.67        264        760
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8240.12      1049.60     65863.87      62976    3951832

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             266.82       371.20     18869.60      22272    1132176
sdc               0.37         0.27         2.63         16        158
sde             211.43       342.67     19047.47      20560    1142848
sdd             211.22       364.93     12616.00      21896     756960
sdf             205.70       341.33     18530.67      20480    1111840
sda               0.97         0.00        11.87          0        712
dm-0              1.48         0.00        11.87          0        712
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8643.50      1420.13     69063.73      85208    4143824

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             261.85       122.13     19041.07       7328    1142464
sdc               0.20         0.00         1.68          0        101
sde             210.67       123.73     19451.47       7424    1167088
sdd             216.45       140.27     12908.93       8416     774536
sdf             208.78       116.27     18995.47       6976    1139728
sda               1.97        26.93        14.13       1616        848
dm-0              3.73        26.93        14.13       1616        848
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8804.57       502.40     70396.93      30144    4223816

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             260.27       132.27     19143.47       7936    1148608
sdc               0.47         1.60         4.58         96        275
sde             218.55       108.80     19804.27       6528    1188256
sdd             216.95       122.13     12854.00       7328     771240
sdf             214.78       109.33     19332.53       6560    1159952
sda               4.43       204.00        13.33      12240        800
dm-0              7.23       204.00        13.33      12240        800
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8896.52       472.53     71134.27      28352    4268056

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             266.03       141.33     19349.73       8480    1160984
sdc               0.40         0.00         3.82          0        229
sde             225.50       180.27     20019.33      10816    1201160
sdd             217.03       157.87     12809.33       9472     768560
sdf             210.50       155.20     19293.87       9312    1157632
sda               1.03         0.00        12.13          0        728
dm-0              1.52         0.00        12.13          0        728
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8939.85       634.67     71472.27      38080    4288336

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             256.93       216.00     18438.93      12960    1106336
sdc               0.20         0.00         1.68          0        101
sde             211.37       235.20     19156.00      14112    1149360
sdd             208.82       244.27     12464.67      14656     747880
sdf             205.67       240.00     18584.40      14400    1115064
sda               1.18         0.00        14.40          0        864
dm-0              1.80         0.00        14.40          0        864
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8588.45       935.47     68644.00      56128    4118640

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             267.03       374.40     19227.47      22464    1153648
sdc               0.07         0.00         0.10          0          6
sde             214.53       313.07     19376.67      18784    1162600
sdd             219.53       377.60     12758.13      22656     765488
sdf             212.00       416.00     18777.20      24960    1126632
sda               1.13         0.00        13.33          0        800
dm-0              1.67         0.00        13.33          0        800
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8780.23      1481.07     70139.47      88864    4208368

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             255.18       246.93     18204.80      14816    1092288
sdc               0.38         0.28         2.63         17        158
sde             200.85       271.47     18687.07      16288    1121224
sdd             206.68       248.53     12232.13      14912     733928
sdf             194.12       249.07     17758.00      14944    1065480
sda               2.27        59.47        14.53       3568        872
dm-0              6.77        59.47        14.53       3568        872
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8368.12      1016.00     66882.00      60960    4012920

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             252.35       124.27     18227.47       7456    1093648
sdc               0.40         0.28         3.02         17        181
sde             200.60       143.47     18797.87       8608    1127872
sdd             204.85       139.20     12342.00       8352     740520
sdf             193.75       172.27     17750.93      10336    1065056
sda               0.98         0.00        12.80          0        768
dm-0              1.60         0.00        12.80          0        768
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8395.27       579.20     67118.27      34752    4027096

Device:            tps   Blk_read/s   Blk_wrtn/s   Blk_read   Blk_wrtn
sdb             254.90       122.13     18446.13       7328    1106768
sdc               0.28         0.68         3.87         41        232
sde             205.17       112.53     19123.87       6752    1147432
sdd             203.27       124.27     12355.87       7456     741352
sdf             203.93       103.47     18564.13       6208    1113848
sda               1.08         0.00        12.80          0        768
dm-0              1.60         0.00        12.80          0        768
dm-1              0.00         0.00         0.00          0          0
dm-2              0.00         0.00         0.00          0          0
md0            8566.22       462.40     68490.00      27744    4109400

